p = 0.2
filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20161231,20180101,1/N policy,251,0.05975676703320812,0.41297576172643163,0.14469800063664007,0.4063745019920319,0.3081862492269374,0.5378027137499124,0.047908993783745586
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20161231,20180101,Markowitz (gamma = 0.5),251,0.04857112322847882,0.3753104709160517,0.12941584899011002,0.4342629482071713,0.28676973300107506,0.6310203877461975,0.039634610979292
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20161231,20180101,CVaR(SAA),251,0.056827242983199175,0.3880409164429848,0.14644652297008184,0.44223107569721115,0.292662757579513,0.618851019813945,0.039266293582982184
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20161231,20180101,F-CVaR,251,0.04852705893658548,0.3754074163296431,0.12926505131687155,0.4342629482071713,0.2873233469488624,0.634130715407129,0.03947613690203532
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20161231,20180101,"F-CVaR (2 cls, 3factor)",251,0.06860797139313689,0.3877375811791924,0.17694434257439134,0.42231075697211157,0.27613465634297224,0.532614756539685,0.04276785226024588
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20161231,20180101,"F-CVaR (3 cls, 3factor)",251,0.0782746665838887,0.4096144923227748,0.19109349901176964,0.4063745019920319,0.27221294784137856,0.4871991945539704,0.0467666679719922
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20161231,20180101,"F-CVaR (4 cls, 3factor)",251,0.07810672746864732,0.4081090482802141,0.1913869045486539,0.41832669322709165,0.26283712684302013,0.5038953349311264,0.04659119367675892
p = 0.8
filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20161231,20180101,1/N policy,251,0.0558815726763256,0.40426139353158286,0.13823128691105116,0.4063745019920319,0.29928070374507965,0.5336186367710385,0.04756192289018794
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20161231,20180101,Markowitz (gamma = 0.5),251,0.045290084861299845,0.37105567389168836,0.12205738396691403,0.4342629482071713,0.28256366177804015,0.6310203878907685,0.0396346109789983
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20161231,20180101,CVaR(SAA),251,0.05332281433523272,0.383905468917423,0.13889568826825519,0.44223107569721115,0.2885575561805399,0.618851019813945,0.03926629358298218
