filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,naive policy 1/N portfolios,24,1.848259804,2.870137779,0.643962048,0.208333333,2.471882353,2.281647059,0.390980392
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,Markowitz_revised gamma = 0.1,24,1.505634342,2.809495056,0.535909233,0.333333333,1.653039476,3.249011432,0.312053174
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,Markowitz_revised gamma = 0.5,24,1.330736048,2.667840268,0.498806493,0.291666667,1.884205247,3.751755307,0.372284441
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,Markowitz_revised gamma = 0.9,24,1.329149552,2.650368324,0.501496166,0.25,2.196818594,3.739306903,0.371754335
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,SAA_CVaR,24,1.328660655,2.7758709,0.478646415,0.333333333,1.756640591,4.035104695,0.41349576
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,Popescu 2007,24,1.323454931,2.641560734,0.501012494,0.25,2.201406638,3.726381896,0.370984419
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,Popescu 2 cluster portfolios (3factor),24,1.343942374,2.547210097,0.527613476,0.291666667,1.764710207,3.611135749,0.343180126
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,Popescu 3 cluster portfolios (3factor),24,1.388827915,2.490956189,0.55754811,0.25,1.953396593,3.171542106,0.312488234
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,Popescu 4 cluster portfolios (3factor),24,1.442396642,2.50373299,0.576098429,0.25,1.963416082,3.232651787,0.321309458
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,Popescu 2 cluster portfolios (return),24,1.589066563,2.543072431,0.624860914,0.291666667,1.596454906,3.177981888,0.310054282
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,Popescu 3 cluster portfolios (return),24,1.801178966,2.394543269,0.752201469,0.208333333,1.702585131,2.95829598,0.276243298
../factor model/17_Industry_Portfolios_Monthly.csv,200901,201112,201401,Popescu 4 cluster portfolios (return),24,1.919404494,2.439412805,0.78683054,0.166666667,2.356842173,2.748629662,0.272555942
,,,,,,,,,,,,
,,,,,,,,,,,,
filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,naive policy 1/N portfolios,24,0.65627451,4.548069766,0.144297371,0.416666667,3.036411765,6.930970588,0.713259804
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,Markowitz_revised gamma = 0.1,24,0.754966639,2.506729058,0.301176003,0.416666667,1.577835227,3.128808271,0.318247262
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,Markowitz_revised gamma = 0.5,24,0.844128304,2.183748701,0.386550112,0.416666667,1.216592082,1.609155946,0.239745554
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,Markowitz_revised gamma = 0.9,24,0.868673387,2.14357319,0.405245499,0.375,1.291421448,1.52911218,0.231070752
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,SAA_CVaR,24,0.95807646,2.346845059,0.408240185,0.375,1.430424713,1.96983274,0.217072212
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,Popescu 2007,24,0.875755235,2.137453908,0.409718886,0.375,1.284103145,1.514599834,0.22908948
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,Popescu 2 cluster portfolios (3factor),24,1.000160465,2.102322369,0.475740771,0.375,1.221924244,1.805925856,0.226013867
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,Popescu 3 cluster portfolios (3factor),24,0.98075494,2.080907884,0.471311079,0.416666667,1.101377954,1.89973706,0.23294386
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,Popescu 4 cluster portfolios (3factor),24,0.990957633,2.066483366,0.479538161,0.375,1.179857251,2.067603027,0.235071543
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,Popescu 2 cluster portfolios (return),24,1.026710776,2.100580324,0.488774823,0.375,1.028986029,1.800566512,0.208269085
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,Popescu 3 cluster portfolios (return),24,0.850843021,2.499643149,0.340385795,0.291666667,1.918801632,3.048569409,0.322629156
../factor model/17_Industry_Portfolios_Monthly.csv,200801,201012,201301,Popescu 4 cluster portfolios (return),24,1.108915005,2.736276389,0.405264253,0.25,2.290654079,3.51591422,0.360705172
,,,,,,,,,,,,
,,,,,,,,,,,,
filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,naive policy 1/N portfolios,24,1.005686275,5.814050422,0.172975155,0.458333333,4.117967914,7.426,0.731544118
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,Markowitz_revised gamma = 0.1,24,0.961358211,3.195650199,0.300833368,0.458333333,2.067051745,3.978333999,0.382059389
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,Markowitz_revised gamma = 0.5,24,1.013834105,3.092138199,0.327874771,0.458333333,1.877206335,3.822815074,0.394728132
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,Markowitz_revised gamma = 0.9,24,1.037442444,3.071261239,0.337790361,0.458333333,1.811193223,3.719441672,0.394913437
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,SAA_CVaR,24,1.060054893,3.482385562,0.304404803,0.458333333,2.014200906,3.752474644,0.412310572
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,Popescu 2007,24,1.04240512,3.067119807,0.339864494,0.458333333,1.797931191,3.69568036,0.394874559
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,Popescu 2 cluster portfolios (3factor),24,1.113881271,3.043601479,0.365974744,0.416666667,1.903706657,3.433881332,0.370565231
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,Popescu 3 cluster portfolios (3factor),24,1.198198774,3.022433078,0.396435171,0.375,1.980869996,3.100160422,0.368294194
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,Popescu 4 cluster portfolios (3factor),24,1.232400674,3.071947439,0.401178958,0.375,2.015581857,3.110173939,0.37459876
,,,,,,,,,,,,
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,Popescu 2 cluster portfolios (return),24,1.142074817,3.181404256,0.3589845,0.375,2.05342123,3.427043735,0.390722045
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,Popescu 3 cluster portfolios (return),24,0.95185824,3.737980216,0.254645072,0.375,2.819051402,4.724292943,0.486742667
../factor model/17_Industry_Portfolios_Monthly.csv,200701,200912,201201,Popescu 4 cluster portfolios (return),24,1.135362228,3.965031632,0.286343801,0.333333333,3.255024674,5.235553334,0.513261848
