S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30
0.31934592161690906,0.4048484639913863,0.7007465239088433,0.2990795605477571,0.41917720454201635,0.5808765206675763,0.18745597170546022,-0.0012685381295912124,0.6538848715057253,0.7378599403128603,0.4552683582480612,0.5025037678009342,0.23781420450918217,0.366633236500606,0.3917212597229466,0.809671148522056,0.4986918951836714,0.10669897596313696,0.48549743563734704,0.25456246374062896,0.19590974971735536,0.5058815403285052,0.17303802014032002,0.5115922654823798,0.2811788475563434,0.4111072055505296,0.48952604198942035,0.280073149340543,0.3089187994008391,0.29578536712569037
1.61266880025621,1.194808224892803,1.632659492178998,1.5188167153527665,1.2740158037025044,1.5452907309369244,1.1081068538092587,0.9011536568432863,1.426359546066516,1.730718415128491,1.451879642161482,1.67016972596581,1.1172351684946458,1.0881483981421878,1.09419356138547,1.3891734306875487,1.4266778301615834,1.3432965561102173,1.2779535956530945,1.9863647840647447,1.4788416143700651,1.5678292695383256,1.151923596562474,1.4801145343415605,1.3178185207200226,1.726765844910893,1.7553982636655412,1.545849042852854,1.1812814793485398,1.2195022814044179
0.7410585292433155,0.5690464101753192,0.6763265944453702,0.7756625435096561,0.5469443674855042,0.8087186817151935,0.6029816633587055,0.45213877795057356,0.6384129932557153,0.8916889291428689,0.6368066606447944,0.7906771444753683,0.48000502138288426,0.4960056967084992,0.7419004838493962,0.6374403059381243,0.7729965704551545,0.6456299992764696,0.6129241725820325,0.9886480737595232,0.6741005992344058,0.771200105895668,0.516125906251433,0.6572568224752396,0.6397177999188234,0.791180315619122,0.7750931531450915,0.9692054400822238,0.6368906192922109,0.5863469465600488
0.9426958108059126,0.6887342813147833,0.8952845348449109,0.9256429015107941,0.7118223121023926,0.8483269063567529,0.7272814278918621,0.5758404633348401,0.7920145966317201,0.944855825257501,0.79504493727625,0.9522025887226844,0.6893273883486795,0.6931098267841285,0.6370306012073306,0.7150574381649051,0.8175067416991922,0.8193722775364343,0.7552597960952178,1.2691445306752183,0.8942393148400443,0.9187962575740554,0.6717647253960747,0.7916933965461991,0.8118556879905112,0.940486535754264,0.9604299725163835,0.949609127524009,0.6431566851123851,0.7574846586994526
1.397067330976843,1.0090446535823752,1.175523038071288,1.3349687808588917,0.8929092183516505,1.256882257866112,1.0244467849058732,0.8027151400139267,1.2157093462076198,1.3165613649830445,1.1612742038311732,1.3341357092129646,0.8915550061627092,0.8771225070476905,1.0430513645292951,0.8642721841664632,1.193084230614113,1.2664586826047648,1.0030563882684975,1.7285534939240552,1.3565725117324638,1.2270220222986004,0.9939573711243047,1.1994695982497232,1.1344506992801393,1.3688488173624993,1.3610119301860462,1.4436080495897654,1.0232875858255195,1.0638127107621207
-0.9526376643499597,-0.7163258602868933,-0.9946522718697342,-0.9044467105148152,-0.6388384544057303,-1.0080184423798053,-0.5606943502495938,-0.374605066228418,-0.9514791317163194,-1.2456173251796705,-0.8937810418862313,-1.073236838117365,-0.6206487957033637,-0.6256767212429025,-0.7688491619514239,-0.9989796101839756,-0.9229444144263697,-0.6747102109911455,-0.8514818249128298,-1.0845177948383309,-0.7885660407170166,-0.954479068910355,-0.6158568525661618,-0.9310207492082861,-0.7756594512012854,-1.0017495665665705,-1.040006199759493,-1.0495763758427012,-0.6802774369728269,-0.7191226202583363
2.216251840413425,1.8083849177699538,1.5983175871656035,2.424236595446949,1.028387876409685,2.1762009585919637,1.8110786860163133,1.2248060574510575,1.6450665102362487,2.408073666026945,1.8006329985638492,2.4935556671329193,1.5539507378520732,1.3972577329696967,1.997741870212064,1.3476006895455166,2.2461104260592757,2.1954806688695547,1.7046362656771679,2.9135531168298185,2.1967725387927324,1.981378148457674,1.509747891539859,1.9766397024136777,1.8303004659902504,2.2565473159271874,2.224007316707022,2.9480436927544567,1.8336331289877674,1.7204385957637718
-1.5416996695765859,-1.13451167863457,-1.7003481400152545,-1.3253594131544801,-1.1633627018115789,-1.652647390005877,-0.9711504868370265,-0.6625569373455289,-1.591515146303634,-1.909911145477731,-1.4531748937585012,-1.6359144410467692,-0.9575161460584227,-1.0286519427392926,-1.1305639749931975,-1.6550784754310064,-1.5157637180058046,-1.0532438208484318,-1.309523046246753,-1.7148344035603165,-1.2780038509464984,-1.6153186767656804,-0.9960615158109647,-1.4697424458739472,-1.1682958480519818,-1.6329579296937464,-1.6721992193894528,-1.5089021003814604,-1.1221930779102784,-1.1296296182192602
-1.075066031184654,-0.9669620772953327,-0.8276474898637509,-1.291267478472671,-0.31438504024522435,-1.093168435027567,-0.9335774748680352,-0.3997133083742518,-0.9375923180937883,-1.4818438810297059,-0.9237970022290719,-1.3761142067948784,-0.7004070597950853,-0.6906811901241031,-1.1467934214621218,-0.8052265899149378,-1.2607110478457384,-1.0270710423716867,-0.9308918674753556,-1.4605520442500366,-1.0625529991529472,-1.055009153665123,-0.6281267077558447,-1.0769332070129218,-0.901260556301085,-1.1925060760354351,-1.1695729709297902,-1.6112086996135597,-1.025819911789338,-0.8578387671475456
-0.9215291819849326,-0.7985424536535726,-1.06004792334853,-0.9663471929814761,-0.6123463106485377,-1.1113611632810592,-0.5882807544012092,-0.33896172777381844,-1.0905797175485532,-1.3501288577568835,-0.8130604134824263,-1.1287024347839036,-0.6166586164253751,-0.7001088018371193,-0.846253221365461,-1.065326208463091,-1.0801253148073222,-0.6489198338769039,-0.9179146569492225,-1.1615781876573856,-0.7978720872768951,-0.9558904452094389,-0.5515793807369257,-0.9649220426115955,-0.7581973135104724,-1.0117570473968005,-1.1192089059009889,-1.0662503333549769,-0.79699386876827,-0.7173822618498937
1.876752165790932,1.2342133091673375,1.7169968029975968,1.5865648916556305,1.5319401164758686,1.5520349206731636,1.2036285979735881,1.129832947804987,1.3867033143507645,1.6705655911916542,1.5917788360560134,1.6290519865577284,1.1731869010890614,1.1712266100158675,1.0190465182034125,1.436031332574028,1.353715336240476,1.4507028270034235,1.323676601015912,2.1756351429057474,1.6118384258864886,1.7173269898708898,1.4124511194228748,1.4040337352348546,1.4685628256523031,1.7639322130505566,1.7615002992558775,1.456947366832778,1.0647055225326152,1.3277941170106355
